,Unnamed: 0,id,source,prompt,completion,completion_type,chaaben_completion,new_node_gt,anchor_node_gt,completion_string,simplified_gt_association,simplified_gen_association,simplified_concept_ranked,same_association,same_concept,class_names_gt,names_gt,class_names_gen,names_gen,same_class,same_name,simplified_correct
189,189,189,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.second','EStringToStringMapEntry.documentation'],['EReference.second','EAnnotation.second'],['EReference.second','EAnnotation.second']"," 1 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oJqiN6tEei97MD7GK1RmA', 'key':'documentation','value':'Gives the pin on which an object is placed.\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Add_node'],"['EAnnotation.second','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.second,"[""['EAnnotation.value', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.first', '"", ""['EAnnotation.second', 'EAnnotation.second'], ['EReference.second', 'EReference"", ""['EReference.first', 'EAnnotation.first']].\n['EReference.second', 'E"", ""['EAnnotation.vocabulary', 'EStringToStringMapEntry.documentation'], ['EAnnotation.vocabulary',"", ""['EAnnotation.egoState', 'EStringToStringMapEntry.documentation'], ['EAnnotation.ego"", ""['EReference.second', 'EAnnotation.fifth'], ['EReference.second', 'E"", ""['EAnnotation.second', 'EStringToStringMapEntry.base'], ['EAnnotation.second', 'E""]","['EAnnotation.second','EStringToStringMapEntry.documentation']","['EAnnotation.value','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,False,True,EStringToStringMapEntry,documentation,EStringToStringMapEntry,documentation,True,True,False
190,190,190,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 0 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_ftjcit6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@63f784b2 (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@5dfbca2f (expression: EDiagnosticChain)','eOperation':'qualifier_attribute'}}"" _

$$",['Add_node'],,,,,,,,,,,,,,,,
191,191,191,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 0 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
192,192,192,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 0 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
193,193,193,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 1 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_fthBg96tEei97MD7GK1RmA', 'key':'constraints','value':'spec'}}""

$$",['Remove_node'],,,,,,,,,,,,,,,,
194,194,194,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 4 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_07R3C96tEei97MD7GK1RmA', 'key':'documentation','value':'The set of messages that apply to this fragment\\n<p>From package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Remove_node'],,,,,,,,,,,,,,,,
195,195,195,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.end_object_input_pin','EStringToStringMapEntry.documentation'],['EOperation.end_object_input_pin','EAnnotation.end_object_input_pin'],['EOperation.end_object_input_pin','EAnnotation.end_object_input_pin']"," 2 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_1u0tQ96tEei97MD7GK1RmA', 'key':'documentation','value':'The value InputPin is not also the qualifier value InputPin.\\nvalue->excludesAll(qualifier.value)'}}""

$$",['Add_node'],"['EAnnotation.end_object_input_pin','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.end_object_input_pin,"[""['EAnnotation.end_object_input_pin', 'EAnnotation.end_object_input_pin.documentation'], ['EAnnotation"", ""['EOperation.end_object_input_pin', 'EAnnotation.end_object_output']].\n['EOperation.end"", ""['EOperation.end_object_output_pin', 'EAnnotation.end_object_output_pin']].\n[['Event',"", ""['EAnnotation.end_object_input_pin', 'EStringToStringMapEntry.documentation']].\n['EAnnotation"", ""['EAnnotation.end_object_input_pin', 'EStringToStringMapEntry.documentation']].\n['EAnnotation"", ""['EOperation.end_object_input_pin', 'EAnnotation.end_object_input_pin']].\n['EAnnotation"", ""['EAnnotation.end_object_input_pin', 'EStringToStringMapEntry.name']].\n['EAnnotation""]","['EAnnotation.end_object_input_pin','EStringToStringMapEntry.documentation']","['EAnnotation.end_object_input_pin','EStringToStringMapEntry.documentation']",EOperation.end_object_input_pin,True,False,EStringToStringMapEntry,documentation,EOperation,end_object_input_pin,False,False,True
196,196,196,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
197,197,197,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
198,198,198,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
199,199,199,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
200,200,200,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 4 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_ftfzMN6tEei97MD7GK1RmA', 'key':'documentation','value':'References the packaged elements that are Types.'}}""

$$",['Remove_node'],,,,,,,,,,,,,,,,
201,201,201,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 4 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_07RdJd6tEei97MD7GK1RmA', 'key':'documentation','value':'Specifies the elements related by the Relationship.\\n<p>From package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Remove_node'],,,,,,,,,,,,,,,,
202,202,202,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
203,203,203,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_fthDHN6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@67b3b8df (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'context','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EMap','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@4225b1b5 (expression: EMap<EJavaObject, EJavaObject>)','eOperation':'same_classifier'}}"" _

$$",['Add_node'],,,,,,,,,,,,,,,,
204,204,204,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 2 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
205,205,205,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
206,206,206,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 0 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
207,207,207,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 0 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
208,208,208,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 0 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
209,209,209,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.association_ends','EStringToStringMapEntry.documentation'],['EOperation.association_ends','EAnnotation.association_ends'],['EOperation.association_ends','EAnnotation.association_ends']"," 3 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_1u0bU96tEei97MD7GK1RmA', 'key':'documentation','value':'Ends of Associations with more than two ends must be owned by the Association itself.\\nmemberEnd->size() > 2 implies ownedEnd->includesAll(memberEnd)'}}""

$$",['Add_node'],"['EAnnotation.association_ends','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.association_ends,"[""['EAnnotation.association_ends', 'EAnnotation.association_ends']].\n['EAnnotation.association"", ""['EOperation.association_ends', 'EAnnotation.association_ends']].\n\n3.3.5"", ""['EOperation.association_concept', 'EAnnotation.association_concept']].\n\nGenerate a list"", ""['EAnnotation.association_ends', 'EStringToEAnnotationEntry.documentation']].\n['EAnnotation"", ""['EAnnotation.association_ends', 'EClassification'].\n['EAnnotation.association_ends', '"", ""['EAnnotation.association_ends', 'EAnnotation.association_ends']].\n['EAnnotation.association"", ""['EAnnotation.association_ends', 'EStringStringMapEntry.documentation']].\n[['Person', '""]","['EAnnotation.association_ends','EStringToStringMapEntry.documentation']","['EAnnotation.association_ends','EAnnotation.association_ends']",EAnnotation.association_ends,False,False,EStringToStringMapEntry,documentation,EAnnotation,association_ends,False,False,False
210,210,210,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 3 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
211,211,211,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_ftjckt6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@21449b65 (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@117b1b77 (expression: EDiagnosticChain)','eOperation':'association_of_association'}}"" _

$$",['Add_node'],,,,,,,,,,,,,,,,
212,212,212,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.binary_associations','EStringToStringMapEntry.documentation'],['EOperation.binary_associations','EAnnotation.binary_associations'],['EOperation.binary_associations','EAnnotation.binary_associations']"," 1 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_1u0o6t6tEei97MD7GK1RmA', 'key':'documentation','value':'UseCases can only be involved in binary Associations.\\nAssociation.allInstances()->forAll(a | a.memberEnd.type->includes(self) implies a.memberEnd->size() = 2)'}}""

$$",['Add_node'],"['EAnnotation.binary_associations','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.binary_associations,"[""['EAnnotation.binary_associations', 'EAnnotation.binary_associations.fragments']].\n\n# Generate relations of"", ""['EAnnotation.text', 'EAnnotation.text']].\n['EAnnotation.binary_associations', 'E"", ""['EOperation.specific_associations', 'EAnnotation.specific_associations'], ['EAnnotation.k"", ""['EAnnotation.binary_associations', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.binary"", ""['EAnnotation.associationTypes', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.binary"", ""['EOperation.binary_associations', 'EAnnotation.binary_associations']].\n[['Department', 'Location"", ""['EAnnotation.binary_associations', 'EAnnotation.binary_associations']].\n[['Nurse', '""]","['EAnnotation.binary_associations','EStringToStringMapEntry.documentation']","['EAnnotation.binary_associations','EAnnotation.binary_associations.fragments']",EAnnotation.text,False,False,EStringToStringMapEntry,documentation,EAnnotation,text,False,False,False
213,213,213,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 4 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_07RYY96tEei97MD7GK1RmA', 'key':'documentation','value':'The Comments owned by this element.\\n<p>From package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Remove_node'],,,,,,,,,,,,,,,,
214,214,214,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.result','EStringToStringMapEntry.documentation'],['EReference.result','EAnnotation.result'],['EReference.result','EAnnotation.result']"," 1 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oJov96tEei97MD7GK1RmA', 'key':'documentation','value':'Gives the output pin on which the result is put.\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Add_node'],"['EAnnotation.result','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.result,"[""['EAnnotation.result', 'EStringToStringMapEntry.documentation'],['EAnnotation.result', 'EString"", ""['EAnnotation.result', 'EAnnotation.result'], ['EReference.result', 'EAnnotation.result']"", ""['EAnnotation', 'EAnnotation'], ['EReference', 'EAnnotation']].\n['ERe"", ""['EAnnotation.result', 'EStringToStringMapEntry.name']].\n['EAnnotation.result', '"", ""['EAnnotation.result', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.result', '"", ""['EReference.result', 'EAnnotation.result'], ['EReference.result', 'EAnnotation"", ""['EAnnotation.result', 'EStringToStringMapEntry.annotation'], ['EAnnotation.result', 'E""]","['EAnnotation.result','EStringToStringMapEntry.documentation']","['EAnnotation.result','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,True,True,EStringToStringMapEntry,documentation,EStringToStringMapEntry,documentation,True,True,True
215,215,215,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 1 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
216,216,216,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 1 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_fti2PN6tEei97MD7GK1RmA', 'key':'documentation','value':'The type, ordering, and multiplicity of an argument or result pin is derived from the corresponding parameter of the behavior.\\n\\n\\r\\ntrue'}}""

$$",['Remove_node'],,,,,,,,,,,,,,,,
217,217,217,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 1 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],,,,,,,,,,,,,,,,
218,218,218,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
219,219,219,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],,,,,,,,,,,,,,,,
220,220,220,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.substitutingClassifier','EStringToStringMapEntry.documentation'],['EReference.substitutingClassifier','EAnnotation.substitutingClassifier'],['EReference.substitutingClassifier','EAnnotation.substitutingClassifier']"," 3 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oB-5t6tEei97MD7GK1RmA', 'key':'documentation','value':'Instances of the substituting classifier are runtime substitutable where instances of the contract classifier are expected.\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/201107'}}""

$$",['Add_node'],"['EAnnotation.substitutingClassifier','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.substitutingClassifier,"[""['EAnnotation.substitutingClassifier', 'EStringToStringMapEntry.classification'], ['EAnnotation"", ""['EAnnotation.substitutingClassifier', 'EAnnotation.substitutingClassifier'], ['EReference"", ""['EAnnotation.substitutingClassifier', 'EAnnotation.substitutingClassifier']].\n['ERe"", ""['EAnnotation.substitutingClassifier', 'EAnnotation.substitutingClassifier.documentation']].\n\n- Can"", ""['EAnnotation.substitutingClassifier', 'EStringToStringMapEntry']['EAnnotation.substituting"", ""['EAnnotation.substitutingClass', 'EAnnotation.substitutingClass'], ['EAnnotation.sub"", ""['EAnnotation.substitutingClassifier', 'EStringToStringMapEntry.annotationClass'], ['EAnnotation""]","['EAnnotation.substitutingClassifier','EStringToStringMapEntry.documentation']","['EAnnotation.substitutingClassifier','EAnnotation.substitutingClassifier']",EAnnotation.substitutingClassifier,False,False,EStringToStringMapEntry,documentation,EAnnotation,substitutingClassifier,False,False,False
